

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 37 32  1d       0.005       0.841       VALID       VALID  
               5 37 33  1e       0.004       0.840       VALID       VALID  
               5 37 34  1f      -0.020       0.832       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 413

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 37 36  00      -0.011       0.845       VALID       VALID  
               5 37 37  01      -0.011       0.846       VALID       VALID  
               5 37 38  02      -0.002       0.837       VALID       VALID  
               5 37 39  03      -0.015       0.830       VALID       VALID  
               5 37 40  04       0.016       0.837       VALID       VALID  
               5 37 41  05       0.007       0.825       VALID       VALID  
               5 37 42  06       0.000       0.822       VALID       VALID  
               5 37 43  07      -0.006       0.820       VALID       VALID  
               5 37 44  08      -0.006       0.849       VALID       VALID  
               5 37 45  09       0.011       0.826       VALID       VALID  
               5 37 46  0a      -0.004       0.820       VALID       VALID  
               5 37 47  0b      -0.006       0.819       VALID       VALID  
               5 37 48  0c       0.006       0.829       VALID       VALID  
               5 37 49  0d       0.005       0.821       VALID       VALID  
               5 37 50  0e       0.002       0.819       VALID       VALID  
               5 37 51  0f       0.006       0.820       VALID       VALID  
               5 37 52  10       0.000       0.835       VALID       VALID  
               5 37 53  11       0.004       0.826       VALID       VALID  
               5 37 54  12       0.014       0.827       VALID       VALID  
               5 37 55  13       0.006       0.834       VALID       VALID  
               5 37 56  14      -0.004       0.835       VALID       VALID  
               5 37 57  15      -0.015       0.850       VALID       VALID  
               5 37 58  16       0.002       0.841       VALID       VALID  
               5 37 59  17       0.009       0.829       VALID       VALID  
               5 38  0  18      -0.002       0.827       VALID       VALID  
               5 38  1  19      -0.002       0.826       VALID       VALID  
               5 38  2  1a       0.000       0.824       VALID       VALID  
               5 38  3  1b       0.002       0.831       VALID       VALID  
               5 38  4  1c       0.001       0.839       VALID       VALID  
               5 38  5  1d       0.000       0.830       VALID       VALID  
               5 38  6  1e      -0.004       0.839       VALID       VALID  
               5 38  7  1f       0.009       0.824       VALID       VALID  
               5 38  8  00      -0.001       0.840       VALID       VALID  
               5 38  9  01      -0.007       0.829       VALID       VALID  
               5 38 10  02       0.005       0.830       VALID       VALID  
               5 38 11  03      -0.006       0.832       VALID       VALID  
               5 38 12  04       0.011       0.834       VALID       VALID  
               5 38 13  05       0.011       0.829       VALID       VALID  
               5 38 14  06       0.000       0.839       VALID       VALID  
               5 38 15  07       0.009       0.845       VALID       VALID  
               5 38 16  08      -0.004       0.836       VALID       VALID  
               5 38 17  09       0.002       0.829       VALID       VALID  
               5 38 19  0a      -0.001       0.830       VALID       VALID  
               5 38 20  0b       0.006       0.832       VALID       VALID  
               5 38 21  0c       0.004       0.839       VALID       VALID  
               5 38 22  0d       0.001       0.839       VALID       VALID  
               5 38 23  0e      -0.002       0.842       VALID       VALID  
               5 38 24  0f       0.005       0.850       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 414

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 38 25  10      -0.002       0.834       VALID       VALID  
               5 38 26  11      -0.004       0.835       VALID       VALID  
               5 38 27  12      -0.007       0.831       VALID       VALID  
               5 38 28  13       0.018       0.826       VALID       VALID  
               5 38 29  14       0.000       0.835       VALID       VALID  
               5 38 30  15       0.002       0.841       VALID       VALID  
               5 38 31  16      -0.006       0.860       VALID       VALID  
               5 38 32  17       0.002       0.817       VALID       VALID  
               5 38 33  18       0.000       0.839       VALID       VALID  
               5 38 34  19      -0.002       0.829       VALID       VALID  
               5 38 35  1a      -0.009       0.835       VALID       VALID  
               5 38 36  1b       0.006       0.839       VALID       VALID  
               5 38 37  1c      -0.006       0.836       VALID       VALID  
               5 38 38  1d      -0.005       0.819       VALID       VALID  
               5 38 39  1e      -0.010       0.845       VALID       VALID  
               5 38 40  1f      -0.005       0.835       VALID       VALID  
               5 38 41  00       0.004       0.837       VALID       VALID  
               5 38 42  01       0.006       0.837       VALID       VALID  
               5 38 43  02      -0.007       0.837       VALID       VALID  
               5 38 44  03      -0.001       0.826       VALID       VALID  
               5 38 45  04      -0.016       0.837       VALID       VALID  
               5 38 46  05       0.000       0.831       VALID       VALID  
               5 38 47  06       0.005       0.831       VALID       VALID  
               5 38 48  07       0.000       0.829       VALID       VALID  
               5 38 49  08      -0.001       0.836       VALID       VALID  
               5 38 50  09      -0.006       0.835       VALID       VALID  
               5 38 51  0a      -0.004       0.855       VALID       VALID  
               5 38 52  0b      -0.002       0.825       VALID       VALID  
               5 38 53  0c       0.001       0.839       VALID       VALID  
               5 38 54  0d      -0.016       0.841       VALID       VALID  
